# long	lat	agrGDP	tier
4.996973384643587 48.513694136814124 0.3723040712156525 1
5.417685126453232 47.34075777317481 0.51997629422519 0
6.943869695552355 49.49212619323727 0.6171683631198237 0
3.75112485909905 45.965726474276245 0.3164979006752466 0
4.809272210377653 47.572193921695835 0.3230143482562177 0
4.821202450195711 46.86432305853573 0.2961435922693976 0
5.849838764810167 48.77638306727705 0.5296278926913125 0
6.683184850590982 48.99292088117273 0.6280066978229719 0
5.935909676764102 48.41495696947952 0.42749152272724306 0
4.158070863059867 45.001430003002945 0.4107117607639977 0
5.3558350624986195 46.07596744168392 0.36110908597089986 0
5.398527736125694 47.12233586455747 0.5552508655961407 0
3.8822241288053174 46.769057240671046 0.011489119308605161 2
3.943013199222762 49.4064513049043 0.4271377615690684 0
4.286646272273906 48.85303599723698 0.3592517754951623 0
4.744334867463268 45.37062299977435 0.4218359839634994 0
3.757866545267387 45.398482898531455 0.0 1
5.8611509349773065 46.462060161617714 0.3839160438286753 0
4.194603482481911 49.431818917078125 0.3268240279430888 0
6.710242004633135 47.090132526835255 0.4894412196664706 0
6.507387499429617 47.030298699726366 0.46065541681562566 0
4.801837044822479 47.05912599033144 0.5912970723644246 0
7.3960127228417765 49.714814281402056 0.7649124615030035 0
5.825633475076071 47.238737603538986 0.4227111356933506 0
6.137431970735321 45.334021918959 0.35584577811767415 1
5.57257480061112 46.26557574052825 0.33272908478605895 0
3.2642541951586046 47.89990807635053 0.23734710596480513 0
3.179029443950303 47.742373808659096 0.3043076429846427 0
5.311683624160569 47.40105343093878 0.4373275729664551 0
7.930876259238586 46.28291608216829 0.6258363254358582 0
3.0793958377158877 49.62389726242812 0.0452669864618897 0
4.672757113621433 45.452104949309685 0.20132618028417923 0
6.80093823678625 46.5591595941457 0.7852596024013779 0
5.373966918458489 49.42428687094262 0.41703628072969695 0
4.6409506729060075 47.67754160185852 0.6111105075901283 0
5.2374287273679245 45.05883231279842 0.39113163057631634 0
4.046200271311 47.32013966109439 0.28233008174027574 0
6.323847863787854 47.71655193692289 0.4847861244741717 0
5.372138180933802 45.82402690651551 0.16063363373410056 0
3.2173651600388364 45.82541198037543 0.27523159827772176 0
4.1503716719578865 45.069635647337755 0.266981331011955 0
4.889923855381391 49.31155695139451 0.3081736487902958 0
3.6367854198970386 48.02542150737737 0.06382344982504119 0
6.519148558603 45.1223742316997 0.5614937857984381 0
7.492104592559536 48.80127757275103 0.7821724110867804 0
4.696811483166504 46.521165667861546 0.24465336616295524 0
3.1134629687160924 48.177989715551746 0.05108493928755291 0
4.823616550315151 47.035406387399284 0.472499561423697 0
4.272804682573398 46.170736759041816 0.4712843638359448 0
7.497053976827221 49.19790576695297 1.0 0
